Tyres,Brakes,Suspension,Body and Chassis,Lights,Glazing,Wipers,Doors,Seat Belts,Airbags,Speedometer,Exhaust System,Fuel System,Final Score,Outcome
7,10,7,7,9,5,5,3,6,8,10,8,7,73.91304347826086,Pass
7,10,8,4,7,8,5,4,4,9,10,9,8,74.34782608695653,Pass
10,8,7,9,9,9,3,7,5,5,6,4,5,69.34782608695652,Failed
7,6,6,9,8,9,5,8,6,6,4,7,7,68.47826086956522,Failed
8,4,6,7,8,10,5,8,8,5,5,7,8,68.47826086956522,Failed
9,3,6,4,8,10,5,9,9,5,5,8,8,68.26086956521739,Failed
9,3,6,4,8,10,5,9,9,5,5,8,8,68.26086956521739,Failed
6,8,7,5,9,8,6,8,7,8,8,7,6,71.95652173913044,Pass
7,6,6,9,8,9,5,8,6,6,4,7,7,68.47826086956522,Failed
10,6,9,9,8,9,5,7,5,7,8,3,3,68.47826086956522,Failed
7,8,8,7,4,6,8,9,7,8,5,10,7,71.30434782608695,Pass
10,6,9,9,8,9,4,7,5,6,8,3,3,66.95652173913044,Failed
9,9,9,2,2,4,10,5,9,8,9,4,9,68.91304347826087,Failed
7,8,4,8,9,8,4,4,6,6,1,5,9,66.52173913043478,Failed
10,8,7,9,9,9,2,7,5,4,6,4,5,67.82608695652173,Failed
7,8,4,8,9,8,4,4,6,6,1,5,9,66.52173913043478,Failed
10,8,8,1,4,3,8,5,8,9,8,3,9,67.6086956521739,Failed
9,9,7,8,10,8,2,7,5,4,4,5,6,68.47826086956522,Failed
6,9,8,5,6,6,9,8,8,8,7,9,7,73.04347826086956,Pass
7,7,5,9,8,9,4,6,6,6,3,6,8,67.6086956521739,Failed
6,8,7,3,9,8,7,8,7,9,9,8,6,73.26086956521739,Pass
10,6,9,9,8,9,4,7,5,6,8,3,3,66.95652173913044,Failed
8,10,7,6,6,8,4,1,2,8,10,9,9,71.95652173913044,Pass
8,10,6,8,9,5,4,1,6,7,10,8,7,72.60869565217392,Pass
6,9,7,3,9,8,7,8,7,9,9,7,6,73.69565217391305,Pass
6,10,8,3,9,8,7,6,5,9,10,8,6,74.34782608695653,Pass
8,9,5,8,9,6,4,2,6,7,6,6,8,70.0,Pass
7,8,8,7,8,8,3,9,6,9,2,10,3,69.56521739130434,Failed
6,8,9,8,8,8,3,9,7,8,2,10,2,68.26086956521739,Failed
10,10,6,8,9,8,1,6,6,4,6,6,6,70.21739130434783,Pass
10,8,8,9,9,9,3,7,5,5,6,4,5,70.0,Pass
9,9,7,8,10,8,2,7,5,5,4,5,6,69.56521739130434,Failed
10,10,6,8,9,8,1,6,6,4,5,5,6,69.1304347826087,Failed
7,5,7,10,8,9,5,5,7,7,4,5,8,68.91304347826087,Failed
9,10,7,9,9,8,2,6,6,4,5,5,7,70.86956521739131,Pass
7,9,8,2,6,6,8,6,7,9,10,6,7,70.65217391304348,Pass
10,8,6,1,7,2,6,5,8,9,6,4,9,67.82608695652173,Failed
7,9,8,4,10,7,6,8,5,10,7,8,5,74.56521739130434,Pass
8,8,8,6,9,7,4,9,3,9,3,10,3,69.34782608695652,Failed
7,9,8,2,7,6,8,7,7,9,10,6,6,71.08695652173913,Pass
7,9,8,2,6,6,8,6,7,9,10,5,7,70.0,Pass
8,8,4,8,8,7,2,6,7,6,7,8,6,67.82608695652173,Failed
7,9,8,7,2,5,10,8,9,8,6,9,9,73.26086956521739,Pass
10,8,5,1,7,1,6,5,8,9,6,4,9,66.52173913043478,Failed
7,9,8,2,6,6,8,6,7,9,10,5,7,70.0,Pass
8,7,6,9,9,4,1,2,4,8,9,8,7,67.82608695652173,Failed
6,6,6,8,8,9,5,8,7,6,6,7,7,68.26086956521739,Failed
6,8,9,8,8,8,3,9,6,8,2,10,2,67.6086956521739,Failed
9,8,7,6,10,7,4,9,3,9,4,9,4,71.73913043478261,Pass
8,8,8,6,9,7,4,9,4,9,3,10,3,70.0,Pass
10,10,6,8,9,8,1,6,6,4,5,5,6,69.1304347826087,Failed
9,10,3,7,8,6,1,4,7,6,10,10,6,70.43478260869566,Pass
8,8,8,6,7,6,6,9,5,9,4,10,5,71.30434782608695,Pass
7,8,8,4,10,7,6,9,4,10,6,9,4,72.3913043478261,Pass
9,8,4,2,9,1,5,4,7,8,6,5,9,65.65217391304347,Failed
9,10,4,8,9,5,2,3,7,6,10,9,6,71.52173913043478,Pass
7,10,8,4,7,8,5,3,3,9,10,9,8,73.26086956521739,Pass
8,10,7,9,9,6,3,3,6,6,7,6,7,71.30434782608695,Pass
9,9,7,7,10,8,3,8,4,6,4,7,5,70.43478260869566,Pass
7,7,6,8,9,8,4,2,7,7,1,3,10,67.3913043478261,Failed
9,8,4,3,10,3,4,4,7,7,3,5,10,66.95652173913044,Failed
9,4,6,4,6,8,7,9,9,5,5,9,8,67.3913043478261,Failed
8,8,8,6,9,7,4,9,4,9,3,10,3,70.0,Pass
9,8,7,6,10,7,4,9,3,8,4,8,4,70.0,Pass
8,8,4,5,10,5,4,4,6,7,2,5,10,67.3913043478261,Failed
10,8,4,1,8,1,5,5,8,9,5,4,9,66.08695652173913,Failed
10,9,3,4,9,3,2,5,8,7,7,7,7,68.04347826086956,Failed
5,8,9,9,7,9,2,9,9,8,1,10,2,67.82608695652173,Failed
8,7,7,9,9,4,2,1,4,8,9,8,8,69.56521739130434,Failed
10,8,5,1,8,1,6,5,8,9,6,4,9,67.6086956521739,Failed
8,9,4,8,10,8,3,4,6,5,1,5,9,68.26086956521739,Failed
10,8,6,1,7,2,6,5,8,9,6,4,9,67.82608695652173,Failed
10,8,3,3,9,2,3,5,8,7,6,6,8,66.08695652173913,Failed
7,8,7,8,3,6,9,8,8,7,5,9,8,70.21739130434783,Pass
10,10,5,8,9,7,1,6,6,4,7,7,6,70.0,Pass
7,9,8,9,8,9,2,7,7,5,3,7,4,67.17391304347827,Failed
7,10,7,6,9,6,6,3,6,8,10,8,7,74.34782608695653,Pass
9,10,7,9,9,8,2,6,6,4,5,5,7,70.86956521739131,Pass
9,9,9,1,2,4,10,5,9,8,9,3,9,67.6086956521739,Failed
7,6,7,9,9,8,5,1,8,8,2,2,10,69.1304347826087,Failed
8,7,7,7,9,7,5,9,4,8,4,9,5,70.21739130434783,Pass
7,6,7,10,8,4,1,2,3,8,8,7,8,65.21739130434783,Failed
8,10,5,6,7,7,2,2,4,7,10,10,8,70.43478260869566,Pass
6,6,7,10,7,10,4,8,7,6,3,7,6,66.95652173913044,Failed
7,10,7,6,9,6,6,4,6,8,10,8,7,74.78260869565217,Pass
9,3,6,3,8,9,5,10,8,5,4,9,7,65.8695652173913,Failed
9,8,4,3,10,3,4,4,7,7,3,5,10,66.95652173913044,Failed
9,7,8,6,9,7,5,9,3,9,4,9,3,69.56521739130434,Failed
6,9,8,2,8,7,8,7,7,9,10,7,6,72.3913043478261,Pass
9,9,9,1,2,4,10,5,9,8,9,3,9,67.6086956521739,Failed
9,8,5,8,9,5,1,3,5,7,9,9,6,68.91304347826087,Failed
7,5,6,10,8,9,5,7,7,6,4,6,8,68.69565217391305,Failed
8,10,7,9,9,6,3,3,6,6,7,6,7,71.30434782608695,Pass
8,10,7,6,6,8,4,1,2,8,10,9,9,71.95652173913044,Pass
5,8,9,9,7,9,2,9,8,8,1,10,2,67.17391304347827,Failed
6,8,7,3,9,8,7,8,7,8,8,8,6,71.73913043478261,Pass
10,8,7,1,5,2,7,5,8,9,7,3,9,66.52173913043478,Failed
9,8,4,8,9,5,1,4,6,6,9,9,6,68.26086956521739,Failed
8,8,4,7,10,7,4,4,6,6,1,5,10,68.47826086956522,Failed
10,8,9,1,3,3,9,5,8,9,9,3,9,68.04347826086956,Failed
10,8,3,1,9,1,4,5,8,8,5,5,9,65.65217391304347,Failed
6,10,8,3,8,8,6,5,5,9,10,8,7,73.47826086956522,Pass
7,6,5,9,8,9,4,7,7,6,5,7,7,68.04347826086956,Failed
8,9,7,9,9,9,2,7,7,5,3,6,5,69.1304347826087,Failed
7,10,8,5,6,8,4,1,2,9,10,9,9,71.95652173913044,Pass
8,8,8,6,9,6,5,9,3,9,4,10,4,70.65217391304348,Pass
6,9,8,6,5,6,9,8,8,8,7,9,7,72.60869565217392,Pass
8,8,7,9,9,4,3,1,4,8,9,8,8,71.08695652173913,Pass
8,10,6,8,9,5,4,1,6,7,10,8,7,72.60869565217392,Pass
7,7,6,8,7,9,4,6,5,6,6,7,8,67.82608695652173,Failed
9,8,4,1,10,2,5,5,7,9,5,5,9,67.82608695652173,Failed
8,7,6,9,8,9,3,7,6,5,5,6,7,68.04347826086956,Failed
7,6,5,9,8,9,4,7,7,6,5,7,7,68.04347826086956,Failed
5,7,9,9,7,10,2,9,10,7,1,9,2,66.30434782608695,Failed
9,8,4,4,10,4,4,4,7,7,3,5,10,68.26086956521739,Failed
9,5,9,9,8,10,5,7,5,7,8,3,3,66.95652173913044,Failed
7,9,8,4,10,7,6,8,5,10,7,8,5,74.56521739130434,Pass
7,8,8,9,8,9,2,8,8,6,2,7,4,67.82608695652173,Failed
10,10,5,8,9,7,1,6,6,4,6,6,6,68.91304347826087,Failed
8,9,8,9,8,9,2,7,7,5,3,6,5,68.69565217391305,Failed
7,5,8,10,9,6,3,1,6,9,5,4,9,68.47826086956522,Failed
8,10,7,7,7,6,4,1,4,8,10,8,8,71.95652173913044,Pass
9,8,4,8,9,5,1,4,6,6,9,9,6,68.26086956521739,Failed
10,9,3,4,9,3,2,5,8,7,7,7,7,68.04347826086956,Failed
8,6,7,5,5,7,8,9,9,6,5,9,8,69.56521739130434,Failed
9,5,7,4,9,8,5,10,6,7,4,9,5,68.47826086956522,Failed
9,9,5,8,10,8,2,5,6,4,3,5,8,68.69565217391305,Failed
9,8,5,3,9,2,5,3,7,8,6,6,9,67.82608695652173,Failed
9,9,7,9,9,9,2,7,6,4,4,5,6,69.34782608695652,Failed
9,8,4,8,9,5,1,3,6,7,9,9,6,68.91304347826087,Failed
8,9,4,8,10,8,3,4,6,5,1,5,9,68.26086956521739,Failed
7,8,8,7,8,8,3,9,6,9,2,10,3,69.56521739130434,Failed
8,8,8,7,6,7,3,1,2,9,9,9,9,70.65217391304348,Pass
8,7,7,6,9,7,5,9,3,9,4,9,4,68.91304347826087,Failed
8,10,6,8,9,5,4,1,6,7,10,8,7,72.60869565217392,Pass
9,10,3,8,9,5,1,4,7,6,10,9,6,70.86956521739131,Pass
8,8,4,8,8,7,2,6,7,6,8,8,6,68.26086956521739,Failed
8,5,6,5,5,8,7,9,9,6,5,9,8,68.04347826086956,Failed
7,8,4,8,9,8,4,4,6,6,1,5,9,66.52173913043478,Failed
7,6,5,9,8,9,4,7,6,6,4,6,8,67.3913043478261,Failed
8,10,7,8,8,5,4,1,5,8,10,8,8,73.69565217391305,Pass
7,6,6,9,8,9,5,8,6,6,4,7,7,68.47826086956522,Failed
9,3,6,4,8,10,5,9,9,5,5,8,8,68.26086956521739,Failed
9,5,9,8,8,9,6,7,5,8,10,3,2,66.95652173913044,Failed
9,10,7,9,9,8,2,6,6,4,5,5,7,70.86956521739131,Pass
7,5,7,9,8,10,5,7,6,6,6,5,6,66.73913043478261,Failed
9,9,3,8,9,5,1,4,7,6,9,9,6,69.34782608695652,Failed
10,8,9,1,2,3,9,5,8,9,9,3,9,66.95652173913044,Failed
8,9,8,5,6,4,7,2,7,8,10,5,8,69.56521739130434,Failed
9,3,6,3,7,10,5,9,10,5,4,9,7,66.30434782608695,Failed
9,5,9,8,8,9,6,7,5,8,10,3,2,66.95652173913044,Failed
9,9,7,9,9,8,1,6,5,4,5,5,7,68.69565217391305,Failed
9,8,5,4,9,2,5,3,7,8,7,6,9,68.91304347826087,Failed
6,7,6,8,8,9,5,8,7,7,6,7,7,70.43478260869566,Pass
8,7,7,6,9,7,5,9,3,9,4,9,4,68.91304347826087,Failed
8,8,7,9,9,4,3,1,5,8,9,8,8,71.73913043478261,Pass
8,4,6,6,8,10,5,8,8,5,5,7,8,67.82608695652173,Failed
8,10,7,7,7,6,4,1,4,8,10,8,8,71.95652173913044,Pass
6,10,8,3,9,8,7,6,6,9,10,8,6,75.0,Pass
8,6,7,9,9,4,1,1,3,8,9,8,8,67.3913043478261,Failed
8,6,7,9,9,4,1,2,3,8,9,8,7,66.73913043478261,Failed
9,5,9,8,8,9,5,7,4,8,8,5,2,66.30434782608695,Failed
9,5,9,8,8,9,5,7,4,8,8,4,2,65.65217391304347,Failed
7,8,8,7,9,7,4,9,4,9,3,10,3,69.56521739130434,Failed
7,9,8,9,8,9,2,7,7,5,3,7,4,67.17391304347827,Failed
8,9,4,8,10,8,3,4,6,5,2,5,9,68.69565217391305,Failed
6,9,7,2,10,6,7,7,7,9,8,7,6,71.95652173913044,Pass
7,9,7,6,6,9,4,1,2,8,9,9,9,70.0,Pass
8,7,4,9,8,8,3,6,7,6,7,8,7,69.56521739130434,Failed
9,9,7,8,10,8,2,7,5,4,4,5,6,68.47826086956522,Failed
9,9,6,8,10,8,2,6,6,4,3,5,7,68.69565217391305,Failed
8,8,7,9,9,4,3,1,4,8,9,8,8,71.08695652173913,Pass
7,10,8,4,7,8,5,3,3,9,10,9,8,73.26086956521739,Pass
6,8,9,8,8,8,3,9,6,8,2,10,2,67.6086956521739,Failed
8,8,8,7,7,6,2,1,2,9,9,9,9,70.65217391304348,Pass
9,10,5,7,7,7,2,3,5,7,10,10,7,72.17391304347827,Pass
9,9,6,9,9,9,2,7,6,4,5,5,7,70.21739130434783,Pass
7,8,4,8,9,8,4,5,6,6,2,5,9,67.3913043478261,Failed
9,9,9,1,2,4,9,5,8,9,10,3,8,66.95652173913044,Failed
9,8,4,2,9,1,5,4,7,8,5,5,9,65.21739130434783,Failed
5,8,9,9,7,9,2,8,9,7,1,9,2,65.65217391304347,Failed
9,3,6,3,8,9,6,9,9,5,5,8,7,66.30434782608695,Failed
6,9,8,5,6,7,8,8,7,9,8,8,7,73.47826086956522,Pass
9,8,4,8,9,5,1,3,6,7,9,9,6,68.91304347826087,Failed
9,10,7,9,9,8,2,5,6,4,6,5,7,70.86956521739131,Pass
6,10,7,3,9,7,7,7,6,9,10,8,6,74.1304347826087,Pass
9,9,6,9,9,9,2,7,6,4,5,5,7,70.21739130434783,Pass
7,6,6,10,8,8,3,6,5,6,6,7,8,68.04347826086956,Failed
7,8,7,7,6,9,4,3,4,7,7,8,9,69.1304347826087,Failed
6,10,8,3,9,8,7,7,6,9,10,8,6,75.43478260869566,Pass
7,9,7,9,9,5,5,1,6,8,9,7,8,73.26086956521739,Pass
9,7,8,6,9,7,5,9,3,9,5,8,3,69.34782608695652,Failed
9,4,6,4,8,8,5,10,7,6,4,9,6,66.30434782608695,Failed
7,6,6,9,8,9,5,8,6,6,4,7,7,68.47826086956522,Failed
8,7,7,9,9,4,2,1,3,8,9,8,8,68.91304347826087,Failed
6,10,8,3,9,8,7,7,6,9,10,8,6,75.43478260869566,Pass
10,9,3,6,9,4,1,5,8,6,8,8,6,68.47826086956522,Failed
8,9,7,9,8,5,5,2,5,8,10,7,6,71.30434782608695,Pass
7,7,7,6,4,6,9,9,9,7,5,9,8,70.0,Pass
8,8,4,6,10,6,4,4,6,6,1,5,10,67.17391304347827,Failed
7,5,8,10,9,4,1,1,4,9,7,6,8,66.08695652173913,Failed
8,9,4,8,10,8,3,4,6,5,1,5,9,68.26086956521739,Failed
7,6,8,9,9,8,5,2,8,8,3,2,9,69.56521739130434,Failed
8,7,6,9,8,9,3,7,6,5,5,6,7,68.04347826086956,Failed
8,8,8,6,9,7,4,9,3,9,3,10,3,69.34782608695652,Failed
9,5,9,8,8,9,5,7,4,8,8,5,2,66.30434782608695,Failed
8,10,5,8,9,5,3,2,6,7,10,8,7,71.95652173913044,Pass
7,7,6,8,7,9,4,5,5,6,6,7,8,67.3913043478261,Failed
9,8,7,7,10,7,3,8,4,7,4,7,5,69.78260869565217,Failed
9,7,8,6,9,7,5,9,3,9,5,7,3,68.69565217391305,Failed
10,9,7,9,9,9,2,7,5,4,5,4,6,69.56521739130434,Failed
8,7,8,8,7,5,2,1,2,9,9,8,8,67.82608695652173,Failed
9,9,7,7,10,8,3,8,4,6,4,7,5,70.43478260869566,Pass
9,8,7,7,10,7,3,8,4,7,4,7,5,69.78260869565217,Failed
9,8,7,9,9,6,1,4,4,6,6,6,7,68.04347826086956,Failed
10,10,4,8,9,7,1,5,7,5,8,8,6,71.73913043478261,Pass
6,10,7,5,9,6,6,5,6,9,10,8,6,73.47826086956522,Pass
9,8,7,7,10,7,3,8,4,7,4,7,5,69.78260869565217,Failed
7,5,8,9,9,8,5,1,8,9,3,2,9,69.1304347826087,Failed
9,9,3,8,8,6,1,5,7,6,8,9,6,68.91304347826087,Failed
9,6,9,7,8,8,5,8,4,8,7,6,2,66.73913043478261,Failed
8,5,6,5,5,8,7,9,9,6,5,9,8,68.04347826086956,Failed
9,8,4,8,9,5,1,4,6,6,9,9,6,68.26086956521739,Failed
9,5,9,8,8,9,5,7,4,8,8,4,2,65.65217391304347,Failed
8,9,8,4,4,7,5,2,4,9,10,7,9,69.34782608695652,Failed
10,10,6,8,9,8,1,6,6,4,5,5,6,69.1304347826087,Failed
7,5,6,9,8,10,5,8,7,5,5,7,8,69.1304347826087,Failed
8,7,8,8,7,6,2,1,2,9,9,8,8,68.47826086956522,Failed
8,10,6,6,6,8,3,2,3,8,10,10,8,71.52173913043478,Pass
6,10,7,5,9,6,6,5,6,9,10,8,6,73.47826086956522,Pass
10,10,6,8,9,8,1,6,6,4,5,5,6,69.1304347826087,Failed
8,8,4,6,10,6,4,4,6,6,1,5,10,67.17391304347827,Failed
7,8,7,9,9,5,5,1,6,8,7,6,8,70.65217391304348,Pass
8,7,7,6,9,7,5,9,3,9,4,9,4,68.91304347826087,Failed
10,8,4,1,8,1,5,5,8,9,5,4,9,66.08695652173913,Failed
9,8,4,2,9,1,5,4,7,8,6,5,9,65.65217391304347,Failed
9,7,8,6,9,7,5,9,3,9,5,7,3,68.69565217391305,Failed
10,8,6,1,6,2,7,5,8,9,7,4,9,67.6086956521739,Failed
9,9,7,8,10,8,2,7,5,5,4,6,6,70.21739130434783,Pass
9,10,3,7,8,6,1,4,7,6,10,10,6,70.43478260869566,Pass
10,7,8,9,9,9,3,7,5,5,7,4,4,68.26086956521739,Failed
8,10,6,6,7,7,2,2,4,7,10,10,8,71.08695652173913,Pass
8,6,6,3,8,9,6,9,8,7,7,8,7,70.86956521739131,Pass
7,5,7,10,8,9,5,5,7,7,4,5,8,68.91304347826087,Failed
8,9,8,4,2,5,10,7,9,8,7,6,9,70.43478260869566,Pass
9,9,7,7,10,8,3,8,4,6,4,7,5,70.43478260869566,Pass
8,9,9,4,2,4,10,6,9,8,8,6,9,70.43478260869566,Pass
5,8,9,9,5,8,5,9,9,8,3,10,4,69.34782608695652,Failed
9,9,4,8,9,5,1,4,6,6,9,9,6,69.34782608695652,Failed
9,9,9,1,2,4,10,5,9,8,9,3,9,67.6086956521739,Failed
8,8,4,5,10,5,4,4,6,7,2,5,10,67.3913043478261,Failed
8,5,7,9,8,10,5,7,6,6,7,5,5,67.17391304347827,Failed
7,8,8,4,9,8,7,7,6,9,10,6,4,71.52173913043478,Pass
9,6,8,7,9,8,5,8,3,9,6,7,3,68.91304347826087,Failed
8,10,7,9,9,5,4,2,6,7,9,7,7,73.26086956521739,Pass
8,6,8,9,8,4,1,1,2,9,9,8,8,67.3913043478261,Failed
9,9,5,8,10,8,2,5,6,4,3,5,8,68.69565217391305,Failed
8,9,4,8,10,8,3,4,6,5,1,5,9,68.26086956521739,Failed
8,7,6,9,8,9,3,7,6,5,5,6,7,68.04347826086956,Failed
9,8,4,3,10,3,4,4,7,8,3,5,10,68.04347826086956,Failed
8,10,5,8,9,5,3,2,6,7,10,8,7,71.95652173913044,Pass
7,6,6,9,8,9,5,8,6,6,4,7,7,68.47826086956522,Failed
7,6,6,9,7,9,5,8,7,6,5,7,8,69.56521739130434,Failed
7,8,4,8,9,8,4,3,6,6,1,4,10,66.52173913043478,Failed
9,10,7,9,9,7,2,5,6,5,6,5,7,71.30434782608695,Pass
8,8,8,7,6,7,3,1,2,9,9,9,9,70.65217391304348,Pass
10,7,8,9,9,9,3,7,5,5,7,4,4,68.26086956521739,Failed
9,10,7,9,9,8,2,6,6,4,5,5,7,70.86956521739131,Pass
9,9,6,8,10,8,2,6,6,4,4,5,7,69.1304347826087,Failed
8,8,4,6,10,6,4,4,6,6,1,5,10,67.17391304347827,Failed
8,6,7,9,9,4,1,2,3,8,9,8,7,66.73913043478261,Failed
9,10,7,9,9,7,3,4,6,5,6,6,7,71.95652173913044,Pass
8,9,7,9,9,9,2,7,6,4,4,6,5,67.82608695652173,Failed
8,10,6,6,7,7,2,2,4,7,10,10,8,71.08695652173913,Pass
10,3,6,3,8,9,5,9,9,4,5,8,7,65.8695652173913,Failed
9,10,7,9,9,8,2,6,6,4,5,5,7,70.86956521739131,Pass
5,8,9,9,6,9,2,9,9,8,1,10,2,66.73913043478261,Failed
10,10,6,8,9,8,1,6,6,4,5,5,6,69.1304347826087,Failed
10,9,6,8,9,9,2,7,6,4,5,5,7,70.65217391304348,Pass
10,8,4,1,9,1,5,5,8,9,5,4,9,67.17391304347827,Failed
9,8,7,6,10,7,4,9,3,8,4,8,4,70.0,Pass
9,9,9,2,2,4,10,5,9,8,9,4,9,68.91304347826087,Failed
9,10,7,9,9,8,2,5,6,4,5,5,7,70.43478260869566,Pass
8,9,7,7,7,4,5,1,6,8,10,7,8,70.65217391304348,Pass
9,8,4,3,10,3,4,4,7,8,3,5,10,68.04347826086956,Failed
7,10,8,5,7,8,5,3,3,9,10,9,8,73.91304347826086,Pass
8,8,4,6,10,6,4,4,6,6,1,5,10,67.17391304347827,Failed
7,9,8,2,6,6,8,6,7,9,10,6,7,70.65217391304348,Pass
6,8,9,8,8,8,3,9,7,8,2,10,2,68.26086956521739,Failed
6,10,8,3,8,8,6,6,5,9,10,8,7,73.91304347826086,Pass
7,5,8,10,8,8,5,2,8,9,3,3,9,69.78260869565217,Failed
7,6,6,10,8,8,4,6,6,6,5,7,8,68.69565217391305,Failed
8,4,7,5,7,10,4,9,10,6,3,9,5,66.30434782608695,Failed
5,8,9,9,7,9,2,8,9,7,1,9,2,65.65217391304347,Failed
7,8,8,9,8,9,2,8,8,6,2,7,4,67.82608695652173,Failed
7,5,6,9,8,10,5,7,6,6,5,6,7,67.3913043478261,Failed
8,10,6,8,9,5,4,1,6,7,10,8,7,72.60869565217392,Pass
6,9,8,5,6,7,8,8,7,9,8,8,7,73.47826086956522,Pass
7,5,7,10,8,8,5,4,8,8,3,4,9,69.56521739130434,Failed
8,9,4,8,10,8,3,4,6,5,1,5,9,68.26086956521739,Failed
8,7,8,9,8,7,5,3,5,8,10,5,5,69.1304347826087,Failed
5,8,9,9,7,9,2,8,9,7,1,9,2,65.65217391304347,Failed
6,10,7,3,9,7,7,7,6,9,10,8,6,74.1304347826087,Pass
7,9,8,6,2,5,10,8,9,8,6,8,9,71.95652173913044,Pass
6,9,8,5,5,6,9,8,8,8,7,9,7,71.95652173913044,Pass
6,9,7,4,9,8,7,8,7,9,9,7,6,74.34782608695653,Pass
7,6,6,9,7,9,5,8,7,6,5,7,8,69.56521739130434,Failed
7,6,8,9,9,7,5,1,8,9,5,3,9,71.08695652173913,Pass
7,5,6,10,8,9,5,6,7,6,4,5,8,67.6086956521739,Failed
8,7,7,9,9,4,2,1,3,8,9,8,8,68.91304347826087,Failed
9,9,9,1,3,4,9,5,8,9,10,4,8,68.69565217391305,Failed
6,6,9,8,7,10,2,9,10,7,1,9,3,66.73913043478261,Failed
8,6,7,5,5,7,8,9,9,6,5,9,8,69.56521739130434,Failed
9,9,6,9,9,9,2,7,6,4,5,5,7,70.21739130434783,Pass
8,9,8,4,2,5,10,7,9,8,7,6,9,70.43478260869566,Pass
6,8,8,8,4,7,6,9,9,8,3,10,5,68.91304347826087,Failed
9,7,7,5,9,7,5,10,3,9,4,9,4,69.78260869565217,Failed
10,10,4,8,9,7,1,5,7,5,7,7,6,70.65217391304348,Pass
9,8,7,6,10,7,4,9,3,8,4,9,4,70.65217391304348,Pass
7,8,8,7,5,6,8,9,7,8,5,10,7,72.3913043478261,Pass
7,6,6,9,6,8,6,8,7,6,5,7,8,68.26086956521739,Failed
8,8,7,9,9,4,3,1,4,8,9,8,8,71.08695652173913,Pass
8,10,7,7,7,7,4,1,3,8,10,9,9,73.69565217391305,Pass
8,6,7,9,9,4,1,1,3,8,9,8,8,67.3913043478261,Failed
10,5,6,5,8,9,4,8,8,4,5,7,7,67.17391304347827,Failed
8,6,7,5,5,7,8,9,9,6,5,9,8,69.56521739130434,Failed
6,10,8,4,8,8,6,5,5,9,10,8,7,74.1304347826087,Pass
8,6,9,6,8,9,6,7,5,8,10,4,3,67.3913043478261,Failed
9,9,7,9,9,8,1,6,5,4,5,5,7,68.69565217391305,Failed
